119.131.38.241 - - [25/Jan/2019:00:00:07 +0800] "GET /manager/html HTTP/1.1" 401 2536
183.195.1.252 - - [25/Jan/2019:07:12:19 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341785421 HTTP/1.1" 200 3215
183.195.1.252 - - [25/Jan/2019:07:12:19 +0800] "GET /gdjk/train/sbzyxx.do?_=1548341785423 HTTP/1.1" 200 8523
183.195.1.252 - - [25/Jan/2019:07:12:19 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341785422 HTTP/1.1" 200 3215
183.195.1.252 - - [25/Jan/2019:07:12:19 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41523
183.195.1.252 - - [25/Jan/2019:07:12:19 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41523
183.195.1.252 - - [25/Jan/2019:07:12:26 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41476
222.68.9.92 - - [25/Jan/2019:07:12:55 +0800] "GET /gdjk/train/sbztxx.do?_=1548341246690 HTTP/1.1" 200 5897
222.68.9.92 - - [25/Jan/2019:07:12:55 +0800] "POST /gdjk/equ/querySbztList.do HTTP/1.1" 200 11529
222.68.9.92 - - [25/Jan/2019:07:12:55 +0800] "POST /gdjk/equ/querySbztList.do HTTP/1.1" 200 11529
222.68.9.92 - - [25/Jan/2019:07:12:56 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341246691 HTTP/1.1" 200 3215
222.68.9.92 - - [25/Jan/2019:07:12:56 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341246692 HTTP/1.1" 200 3215
222.68.9.92 - - [25/Jan/2019:07:12:56 +0800] "GET /gdjk/train/sbxsxx.do?_=1548341246693 HTTP/1.1" 200 10702
222.68.9.92 - - [25/Jan/2019:07:12:57 +0800] "POST /gdjk/equ/querySbxsList.do HTTP/1.1" 200 59
222.68.9.92 - - [25/Jan/2019:07:12:57 +0800] "POST /gdjk/equ/querySbxsList.do HTTP/1.1" 200 59
222.68.9.92 - - [25/Jan/2019:07:12:58 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341246695 HTTP/1.1" 200 3215
222.68.9.92 - - [25/Jan/2019:07:12:58 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548341246694 HTTP/1.1" 200 3215
222.68.9.92 - - [25/Jan/2019:07:12:58 +0800] "GET /gdjk/train/sbzyxx.do?_=1548341246696 HTTP/1.1" 200 8523
222.68.9.92 - - [25/Jan/2019:07:12:58 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41523
222.68.9.92 - - [25/Jan/2019:07:12:58 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41523
222.68.9.92 - - [25/Jan/2019:07:13:29 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41476
183.195.1.252 - - [25/Jan/2019:07:15:06 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41014
183.195.1.252 - - [25/Jan/2019:07:15:33 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 21364
183.195.1.252 - - [25/Jan/2019:07:16:07 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41014
183.195.1.252 - - [25/Jan/2019:07:20:01 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 40987
183.195.1.252 - - [25/Jan/2019:07:20:02 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 41051
183.195.1.252 - - [25/Jan/2019:07:20:07 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 40987
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:08 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:09 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:10 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:11 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:12 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:15 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:16 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:17 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:18 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:19 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:20 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:21 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:22 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:22 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:22 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:22 +0800] "GET /manager/html HTTP/1.1" 401 2536
58.218.56.102 - - [25/Jan/2019:07:25:22 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:26 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - admin [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 403 3274
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
211.140.48.6 - - [25/Jan/2019:07:59:27 +0800] "GET /manager/html HTTP/1.1" 401 2536
89.143.102.77 - - [25/Jan/2019:09:31:50 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.32 - - [25/Jan/2019:09:39:59 +0800] "GET / HTTP/1.0" 200 11398
58.218.56.102 - - [25/Jan/2019:09:54:27 +0800] "GET /script HTTP/1.1" 404 963
189.19.73.187 - - [25/Jan/2019:09:58:21 +0800] "GET / HTTP/1.1" 200 11418
201.42.200.244 - - [25/Jan/2019:09:59:19 +0800] "GET / HTTP/1.1" 200 11418
205.205.150.8 - - [25/Jan/2019:10:04:18 +0800] "GET / HTTP/1.1" 200 11418
205.205.150.8 - - [25/Jan/2019:10:04:18 +0800] "GET / HTTP/1.1" 200 11418
78.108.177.51 - - [25/Jan/2019:10:37:28 +0800] "GET / HTTP/1.0" 200 11398
190.94.140.199 - - [25/Jan/2019:10:46:34 +0800] "GET / HTTP/1.1" 200 11418
49.116.88.128 - - [25/Jan/2019:11:25:57 +0800] "HEAD / HTTP/1.0" 200 -
187.56.182.41 - - [25/Jan/2019:11:40:50 +0800] "GET / HTTP/1.1" 200 11418
187.56.182.41 - - [25/Jan/2019:11:40:50 +0800] "GET / HTTP/1.1" 200 11418
39.42.110.114 - - [25/Jan/2019:12:04:54 +0800] "GET / HTTP/1.1" 200 11418
78.108.177.54 - - [25/Jan/2019:12:17:02 +0800] "GET / HTTP/1.0" 200 11398
181.113.65.244 - - [25/Jan/2019:14:05:06 +0800] "GET / HTTP/1.1" 200 11418
5.178.86.76 - - [25/Jan/2019:14:16:58 +0800] "POST /azenv_bp.php?auth=154836813071558&a=PC&i=3727428237&p=8080 HTTP/1.1" 404 975
5.178.86.78 - - [25/Jan/2019:14:17:03 +0800] "CONNECT check.proxyradar.com:80 HTTP/1.1" 400 -
5.178.86.75 - - [25/Jan/2019:14:17:08 +0800] "-" 400 -
95.213.187.188 - - [25/Jan/2019:14:17:13 +0800] "-" 400 -
92.124.130.249 - - [25/Jan/2019:14:21:39 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.32 - - [25/Jan/2019:14:49:58 +0800] "GET / HTTP/1.0" 200 11398
79.161.132.134 - - [25/Jan/2019:14:58:56 +0800] "GET / HTTP/1.0" 200 11398
210.77.144.202 - - [25/Jan/2019:15:31:01 +0800] "GET / HTTP/1.1" 200 11418
85.105.143.74 - - [25/Jan/2019:16:01:29 +0800] "GET / HTTP/1.1" 200 11418
74.82.47.3 - - [25/Jan/2019:16:05:49 +0800] "GET / HTTP/1.1" 200 11418
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/jcsbgl.do?_=1548327259224 HTTP/1.1" 999 4004
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4004
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1556
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:46:51 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9065
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:03 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/anno.do?_=1548377134011 HTTP/1.1" 200 3200
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:04 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548377134012 HTTP/1.1" 200 3218
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/beifen.png HTTP/1.1" 200 533
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/juese.png HTTP/1.1" 200 1493
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/rizhi.png HTTP/1.1" 200 1156
222.44.83.128 - - [25/Jan/2019:16:47:06 +0800] "GET /gdjk/train/css/ext_icons/denglu.png HTTP/1.1" 200 387
222.44.83.128 - - [25/Jan/2019:16:49:05 +0800] "GET /gdjk/train/sbzyxx.do?id=4946&_=1548377134013 HTTP/1.1" 200 8527
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/easyui/images/datagrid_icons.png HTTP/1.1" 200 307
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/css/icons/download.png HTTP/1.1" 200 1535
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:49:07 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:49:08 +0800] "GET /gdjk/train/easyui/images/combo_arrow.png HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:16:49:08 +0800] "GET /gdjk/train/easyui/images/datebox_arrow.png HTTP/1.1" 200 626
222.44.83.128 - - [25/Jan/2019:16:49:08 +0800] "GET /gdjk/train/easyui/images/spinner_arrows.png HTTP/1.1" 200 149
222.44.83.128 - - [25/Jan/2019:16:49:08 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 879
222.44.83.128 - - [25/Jan/2019:16:49:08 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 879
222.44.83.128 - - [25/Jan/2019:16:49:40 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548377134014 HTTP/1.1" 200 3218
222.44.83.128 - - [25/Jan/2019:16:49:40 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548377134015 HTTP/1.1" 200 3218
42.236.12.190 - - [25/Jan/2019:16:49:54 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4004
42.236.99.51 - - [25/Jan/2019:16:49:56 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3994
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - admin [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 403 3274
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
