80.82.70.187 - - [01/Mar/2019:00:04:53 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /bg-nav.png HTTP/1.1" 200 1401
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /asf-logo-wide.svg HTTP/1.1" 200 26726
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /bg-upper.png HTTP/1.1" 200 3103
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /bg-button.png HTTP/1.1" 200 713
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /bg-middle.png HTTP/1.1" 200 1918
114.222.190.114 - - [01/Mar/2019:17:05:22 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
114.222.190.114 - - [01/Mar/2019:17:05:32 +0800] "GET /favicon.ico HTTP/1.1" 200 21630
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3998
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 200 4452
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1640
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 200 1669
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 200 14075
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 200 92556
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 200 1405
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 200 1413
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 200 15000
114.222.190.114 - - [01/Mar/2019:17:05:33 +0800] "GET /gdjk/train/images/fav.ico HTTP/1.1" 200 4286
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9062
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 200 4300
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 200 4947
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 200 69986
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 200 13084
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 200 95957
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 200 1320
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 200 436133
114.222.190.114 - - [01/Mar/2019:17:05:52 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 200 130034
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/anno.do?_=1551402264792 HTTP/1.1" 200 11433
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 200 1045
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 200 1737
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 200 150
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 200 852
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 200 43
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 200 319
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264793 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 200 3115
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 200 184
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 200 932
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 200 535
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 200 686
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 200 617
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 200 265
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 200 528
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 200 496
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 200 412
114.222.190.114 - - [01/Mar/2019:17:05:53 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 200 719
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 200 759
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 200 521
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 200 236
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 200 347
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 200 1098
114.222.190.114 - - [01/Mar/2019:17:05:54 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 200 559
114.222.190.114 - - [01/Mar/2019:17:06:03 +0800] "GET /gdjk/train/dgnc.do?_=1551402264794 HTTP/1.1" 200 8174
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/css/icons/edit_add.png HTTP/1.1" 200 1088
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/css/icons/pencil.png HTTP/1.1" 200 713
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 200 625
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 200 628
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 200 813
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 200 707
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "POST /gdjk/equ/dgncList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:04 +0800] "POST /gdjk/equ/dgncList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:09 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264795 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:09 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264796 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:10 +0800] "GET /gdjk/train/jkxcly.do?_=1551402264797 HTTP/1.1" 200 8093
114.222.190.114 - - [01/Mar/2019:17:06:10 +0800] "POST /gdjk/equ/jkxclyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:10 +0800] "POST /gdjk/equ/jkxclyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:12 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264798 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:12 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264799 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:12 +0800] "GET /gdjk/train/qzy.do?_=1551402264800 HTTP/1.1" 200 8376
114.222.190.114 - - [01/Mar/2019:17:06:13 +0800] "POST /gdjk/equ/qzyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:13 +0800] "POST /gdjk/equ/qzyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:14 +0800] "GET /gdjk/train/anno.do?title=%E5%B7%A5%E7%A8%8B%E7%AE%A1%E7%90%86&_=1551402264801 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:06:17 +0800] "GET /gdjk/train/css/ext_icons/juese.png HTTP/1.1" 200 1493
114.222.190.114 - - [01/Mar/2019:17:06:17 +0800] "GET /gdjk/train/css/ext_icons/rizhi.png HTTP/1.1" 200 1156
114.222.190.114 - - [01/Mar/2019:17:06:17 +0800] "GET /gdjk/train/css/ext_icons/denglu.png HTTP/1.1" 200 387
114.222.190.114 - - [01/Mar/2019:17:06:17 +0800] "GET /gdjk/train/css/ext_icons/beifen.png HTTP/1.1" 200 533
114.222.190.114 - - [01/Mar/2019:17:06:17 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1551402264802 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:06:24 +0800] "GET /gdjk/train/anno.do?title=%E9%85%8D%E4%BB%B6%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86&_=1551402264803 HTTP/1.1" 200 1424
114.222.190.114 - - [01/Mar/2019:17:06:25 +0800] "GET /gdjk/train/anno.do?title=%E9%85%8D%E4%BB%B6%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86&_=1551402264804 HTTP/1.1" 200 1424
114.222.190.114 - - [01/Mar/2019:17:06:25 +0800] "GET /gdjk/train/anno.do?title=%E9%85%8D%E4%BB%B6%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86&_=1551402264805 HTTP/1.1" 200 1424
114.222.190.114 - - [01/Mar/2019:17:06:25 +0800] "GET /gdjk/train/pjxx.do?_=1551402264806 HTTP/1.1" 200 7885
114.222.190.114 - - [01/Mar/2019:17:06:26 +0800] "GET /gdjk/train/easyui/images/datagrid_icons.png HTTP/1.1" 200 307
114.222.190.114 - - [01/Mar/2019:17:06:26 +0800] "POST /gdjk/lj/queryLjList.do HTTP/1.1" 200 789
114.222.190.114 - - [01/Mar/2019:17:06:26 +0800] "POST /gdjk/lj/queryLjList.do HTTP/1.1" 200 789
114.222.190.114 - - [01/Mar/2019:17:06:30 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264807 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:34 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264808 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:34 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264809 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:34 +0800] "GET /gdjk/train/dgnc.do?_=1551402264810 HTTP/1.1" 200 8174
114.222.190.114 - - [01/Mar/2019:17:06:35 +0800] "POST /gdjk/equ/dgncList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:35 +0800] "POST /gdjk/equ/dgncList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/images/dialog_bg.jpg HTTP/1.1" 200 28355
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/css/icons/add1.png HTTP/1.1" 200 838
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/css/icons/ok.png HTTP/1.1" 200 883
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/css/icons/cancel.png HTTP/1.1" 200 1133
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/dgnc-dialog.do?_=1551402264811 HTTP/1.1" 200 7417
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/easyui/images/combo_arrow.png HTTP/1.1" 200 117
114.222.190.114 - - [01/Mar/2019:17:06:37 +0800] "GET /gdjk/train/easyui/images/datebox_arrow.png HTTP/1.1" 200 626
114.222.190.114 - - [01/Mar/2019:17:06:42 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264812 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:42 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264813 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:42 +0800] "GET /gdjk/train/lj.do?_=1551402264814 HTTP/1.1" 200 8321
114.222.190.114 - - [01/Mar/2019:17:06:43 +0800] "POST /gdjk/equ/ljList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:43 +0800] "POST /gdjk/equ/ljList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:47 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264815 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:47 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264816 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:47 +0800] "GET /gdjk/train/qzy.do?_=1551402264817 HTTP/1.1" 200 8376
114.222.190.114 - - [01/Mar/2019:17:06:48 +0800] "POST /gdjk/equ/qzyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:48 +0800] "POST /gdjk/equ/qzyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:49 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264818 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:49 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264819 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:49 +0800] "GET /gdjk/train/cgtcly.do?_=1551402264820 HTTP/1.1" 200 8178
114.222.190.114 - - [01/Mar/2019:17:06:50 +0800] "POST /gdjk/equ/cgtclyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:50 +0800] "POST /gdjk/equ/cgtclyList.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:06:53 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264821 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:53 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264822 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:06:54 +0800] "GET /gdjk/train/jcsbgl.do?_=1551402264823 HTTP/1.1" 200 9988
114.222.190.114 - - [01/Mar/2019:17:06:54 +0800] "POST /gdjk/train/jcsbglList.do HTTP/1.1" 200 8923
114.222.190.114 - - [01/Mar/2019:17:06:54 +0800] "POST /gdjk/train/jcsbglList.do HTTP/1.1" 200 8923
114.222.190.114 - - [01/Mar/2019:17:06:58 +0800] "GET /gdjk/train/jcsbgl-dialog.do?_=1551402264824 HTTP/1.1" 200 12285
114.222.190.114 - - [01/Mar/2019:17:07:38 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264825 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:07:38 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264826 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:07:38 +0800] "GET /gdjk/train/sbztxx.do?_=1551402264827 HTTP/1.1" 200 5897
114.222.190.114 - - [01/Mar/2019:17:07:39 +0800] "POST /gdjk/equ/querySbztList.do HTTP/1.1" 200 11529
114.222.190.114 - - [01/Mar/2019:17:07:39 +0800] "POST /gdjk/equ/querySbztList.do HTTP/1.1" 200 11529
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264828 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264829 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "GET /gdjk/train/sbxsxx.do?_=1551402264830 HTTP/1.1" 200 10702
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "POST /gdjk/equ/querySbxsList.do HTTP/1.1" 200 360
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "POST /gdjk/equ/querySbxsList.do HTTP/1.1" 200 360
114.222.190.114 - - [01/Mar/2019:17:08:08 +0800] "GET /gdjk/fileDownLoad.do?fileName=alipay_1551172910035.png HTTP/1.1" 404 993
114.222.190.114 - - [01/Mar/2019:17:08:11 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264831 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:08:11 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1551402264832 HTTP/1.1" 200 11451
114.222.190.114 - - [01/Mar/2019:17:08:11 +0800] "GET /gdjk/train/sbzlxx.do?_=1551402264833 HTTP/1.1" 200 10702
114.222.190.114 - - [01/Mar/2019:17:08:12 +0800] "POST /gdjk/equ/querySbzlList.do HTTP/1.1" 200 1692
114.222.190.114 - - [01/Mar/2019:17:08:12 +0800] "POST /gdjk/equ/querySbzlList.do HTTP/1.1" 200 1692
114.222.190.114 - - [01/Mar/2019:17:08:12 +0800] "GET /gdjk/fileDownLoad.do?fileName=%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180830170847_1546547327439.png HTTP/1.1" 404 993
114.222.190.114 - - [01/Mar/2019:17:08:12 +0800] "GET /gdjk/fileDownLoad.do?fileName=%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180830170847_1551173757397.png HTTP/1.1" 200 105713
114.222.190.114 - - [01/Mar/2019:17:08:12 +0800] "GET /gdjk/fileDownLoad.do?fileName=20181219120207766357_1551173748657.jpg HTTP/1.1" 200 184949
114.222.190.114 - - [01/Mar/2019:17:08:20 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264834 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:21 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264835 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:21 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264836 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:21 +0800] "GET /gdjk/train/line.do?rwb_railwaybigtype=1&_=1551402264837 HTTP/1.1" 200 9908
114.222.190.114 - - [01/Mar/2019:17:08:22 +0800] "POST /gdjk/line/queryLine.do HTTP/1.1" 200 3636
114.222.190.114 - - [01/Mar/2019:17:08:22 +0800] "POST /gdjk/line/queryLine.do HTTP/1.1" 200 3636
114.222.190.114 - - [01/Mar/2019:17:08:29 +0800] "GET /gdjk/train/lineDialog.do?rwb_railwaybigtype=1&_=1551402264838 HTTP/1.1" 200 10440
114.222.190.114 - - [01/Mar/2019:17:08:30 +0800] "POST /gdjk/line/listNameList.do?rwb_railwaybigtype=1 HTTP/1.1" 200 126
114.222.190.114 - - [01/Mar/2019:17:08:30 +0800] "POST /gdjk/line/queryLine.do HTTP/1.1" 200 59
114.222.190.114 - - [01/Mar/2019:17:08:43 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264839 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:43 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264840 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:43 +0800] "GET /gdjk/train/line.do?rwb_railwaybigtype=2&_=1551402264841 HTTP/1.1" 200 8136
114.222.190.114 - - [01/Mar/2019:17:08:44 +0800] "POST /gdjk/line/queryStation.do HTTP/1.1" 200 398
114.222.190.114 - - [01/Mar/2019:17:08:44 +0800] "POST /gdjk/line/queryStation.do HTTP/1.1" 200 398
114.222.190.114 - - [01/Mar/2019:17:08:48 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264842 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:48 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264843 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:48 +0800] "GET /gdjk/train/line.do?rwb_railwaybigtype=3&_=1551402264844 HTTP/1.1" 200 9905
114.222.190.114 - - [01/Mar/2019:17:08:49 +0800] "POST /gdjk/line/queryLine.do HTTP/1.1" 200 3636
114.222.190.114 - - [01/Mar/2019:17:08:49 +0800] "POST /gdjk/line/queryLine.do HTTP/1.1" 200 3636
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264845 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "GET /gdjk/train/anno.do?title=%E7%BA%BF%E8%B7%AF%E7%AE%A1%E7%90%86&_=1551402264846 HTTP/1.1" 200 1418
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "GET /gdjk/train/linedept.do?_=1551402264847 HTTP/1.1" 200 9986
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "POST /gdjk/line/queryLineName.do HTTP/1.1" 500 12742
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "POST /gdjk/sys/getDepTree.do HTTP/1.1" 200 15138
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "POST /gdjk/line/queryLineName.do HTTP/1.1" 500 12742
114.222.190.114 - - [01/Mar/2019:17:08:51 +0800] "POST /gdjk/sys/getDepTree.do HTTP/1.1" 200 15138
114.222.190.114 - - [01/Mar/2019:17:08:52 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:08:52 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:08:52 +0800] "GET /gdjk/train/css/ext_icons/tielu.jpg HTTP/1.1" 200 1419
114.222.190.114 - - [01/Mar/2019:17:08:55 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:08:56 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:08:58 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:09:06 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:09:09 +0800] "POST /gdjk/line/queryLineDept.do HTTP/1.1" 200 563
114.222.190.114 - - [01/Mar/2019:17:09:11 +0800] "GET /gdjk/train/linedept-dialog.do?_=1551402264848 HTTP/1.1" 200 1392
61.237.253.2 - - [01/Mar/2019:17:14:36 +0800] "-" 400 -
61.237.253.2 - - [01/Mar/2019:17:14:39 +0800] "GET / HTTP/1.0" 200 11398
61.237.253.2 - - [01/Mar/2019:17:14:41 +0800] "HEAD / HTTP/1.0" 200 -
61.237.253.2 - - [01/Mar/2019:17:14:41 +0800] "GET /console/login/LoginForm.jsp HTTP/1.1" 404 1005
61.237.253.2 - - [01/Mar/2019:17:14:41 +0800] "t3 12.1.2 " 400 -
61.237.253.2 - - [01/Mar/2019:17:14:42 +0800] "GET /SSI/index.htm HTTP/1.1" 404 977
61.237.253.2 - - [01/Mar/2019:17:14:42 +0800] "GET /dev/save_restore.xml HTTP/1.1" 404 991
61.237.253.2 - - [01/Mar/2019:17:14:42 +0800] "GET /cgi-bin/index.php?chemin=..%2F..%2F..%2F..%2F..%2F..%2F..%2F%2Fetc HTTP/1.1" 404 985
